test_acc,misclustering,nmi,ari,k_found,wall_sec,R,beta,seed,aggregator
0.6607999980449677,0.0,1.0,1.0,2,47.74568319320679,1,0.0,0,FedAvg ($\beta$=0)
0.6519499987363815,0.0,1.0,1.0,2,25.740811347961426,1,0.0,1,FedAvg ($\beta$=0)
0.6247500002384185,0.0,1.0,1.0,2,33.9183075428009,1,0.0,2,FedAvg ($\beta$=0)
0.6603999984264374,0.0,1.0,1.0,2,37.02866530418396,1,0.1,0,TrimmedMean ($\beta$=0.1)
0.6512999999523162,0.0,1.0,1.0,2,39.00226378440857,1,0.1,1,TrimmedMean ($\beta$=0.1)
0.6233000004291535,0.0,1.0,1.0,2,32.06527853012085,1,0.1,2,TrimmedMean ($\beta$=0.1)
0.6602999985218048,0.0,1.0,1.0,2,19.374846935272217,1,0.2,0,TrimmedMean ($\beta$=0.2)
0.6516500002145768,0.0,1.0,1.0,2,19.158905029296875,1,0.2,1,TrimmedMean ($\beta$=0.2)
0.6233000010251999,0.0,1.0,1.0,2,19.572519063949585,1,0.2,2,TrimmedMean ($\beta$=0.2)
